iso2c,iso3c,country,year,gdp_percap,life_expect,population,birth_rate,neonat_mortal_rate,region,income
CH,CHE,Switzerland,2013,59351.42306,82.79756098,8089346,10.2,2.9,Europe & Central Asia,High income: OECD
CH,CHE,Switzerland,2011,54550.68937,82.69512195,7912398,10.2,3,Europe & Central Asia,High income: OECD
CH,CHE,Switzerland,2006,43350.83895,81.4902439,7483934,9.8,3.3,Europe & Central Asia,High income: OECD
CH,CHE,Switzerland,2007,47404.66762,81.74146341,7551117,9.9,3.3,Europe & Central Asia,High income: OECD
CH,CHE,Switzerland,1997,30919.81056,79.0795122,7088906,11.4,3.4,Europe & Central Asia,High income: OECD
CH,CHE,Switzerland,2009,49903.27319,82.04390244,7743831,10.1,3.2,Europe & Central Asia,High income: OECD
CH,CHE,Switzerland,2010,51356.96398,82.24634146,7824909,10.3,3.1,Europe & Central Asia,High income: OECD
CH,CHE,Switzerland,2003,36419.37836,80.53658537,7339001,9.8,3.4,Europe & Central Asia,High income: OECD
CI,CIV,Cote d'Ivoire,1990,2081.512055,52.60692683,12165909,42.933,50.5,Sub-Saharan Africa,Lower middle income
CI,CIV,Cote d'Ivoire,1998,2398.613584,47.4635122,15728482,41.347,50.8,Sub-Saharan Africa,Lower middle income
CI,CIV,Cote d'Ivoire,2010,2671.139553,50.15146341,20131707,37.876,41.8,Sub-Saharan Africa,Lower middle income
CI,CIV,Cote d'Ivoire,2001,2367.134018,46.60760976,16865376,40.53,49.3,Sub-Saharan Africa,Lower middle income
CI,CIV,Cote d'Ivoire,1997,2325.24034,48.07504878,15296390,41.551,51.1,Sub-Saharan Africa,Lower middle income
CI,CIV,Cote d'Ivoire,2004,2343.02927,47.29653659,17802516,39.505,47.1,Sub-Saharan Africa,Lower middle income
CI,CIV,Cote d'Ivoire,2005,2415.250437,47.75185366,18132702,39.168,46.1,Sub-Saharan Africa,Lower middle income
CI,CIV,Cote d'Ivoire,1991,2077.387429,52.23273171,12600967,42.652,50.4,Sub-Saharan Africa,Lower middle income
CI,CIV,Cote d'Ivoire,1995,2133.248811,49.56065854,14404340,41.89,51.3,Sub-Saharan Africa,Lower middle income
CI,CIV,Cote d'Ivoire,1996,2269.525254,48.7902439,14852193,41.729,51.3,Sub-Saharan Africa,Lower middle income
CI,CIV,Cote d'Ivoire,2009,2645.430634,49.7404878,19684909,38.08,42.6,Sub-Saharan Africa,Lower middle income
CI,CIV,Cote d'Ivoire,2011,2546.906812,50.51721951,20604172,37.69,41,Sub-Saharan Africa,Lower middle income
CI,CIV,Cote d'Ivoire,2012,2803.700937,50.86334146,21102641,37.509,40.2,Sub-Saharan Africa,Lower middle income
CI,CIV,Cote d'Ivoire,2013,3037.257692,51.20846341,21622490,37.32,39.4,Sub-Saharan Africa,Lower middle income
CI,CIV,Cote d'Ivoire,2014,3270.137389,51.55958537,22157107,37.118,38.6,Sub-Saharan Africa,Lower middle income
CI,CIV,Cote d'Ivoire,2000,2360.206139,46.69939024,16517948,40.838,49.9,Sub-Saharan Africa,Lower middle income
CI,CIV,Cote d'Ivoire,2006,2478.838227,48.2587561,18486392,38.853,45.2,Sub-Saharan Africa,Lower middle income
CI,CIV,Cote d'Ivoire,2002,2319.377597,46.69558537,17185421,40.197,48.7,Sub-Saharan Africa,Lower middle income
CI,CIV,Cote d'Ivoire,1992,2047.100685,51.71160976,13046907,42.416,50.6,Sub-Saharan Africa,Lower middle income
CI,CIV,Cote d'Ivoire,1993,2021.612975,51.0675122,13499696,42.218,50.9,Sub-Saharan Africa,Lower middle income
CI,CIV,Cote d'Ivoire,2008,2598.689986,49.27978049,19261647,38.308,43.4,Sub-Saharan Africa,Lower middle income
CI,CIV,Cote d'Ivoire,1994,2013.651778,50.33609756,13953779,42.048,51.1,Sub-Saharan Africa,Lower middle income
CI,CIV,Cote d'Ivoire,2007,2538.131677,48.77882927,18862172,38.566,44.2,Sub-Saharan Africa,Lower middle income
CI,CIV,Cote d'Ivoire,2003,2292.627944,46.93297561,17491539,39.852,47.9,Sub-Saharan Africa,Lower middle income
CI,CIV,Cote d'Ivoire,1999,2411.940058,46.99256098,16137824,41.111,50.4,Sub-Saharan Africa,Lower middle income
CL,CHL,Chile,2003,11133.57073,77.93297561,15729268,15.708,5.3,Latin America & Caribbean,Upper middle income
CL,CHL,Chile,2012,21370.09931,80.89485366,17388437,13.566,5.3,Latin America & Caribbean,Upper middle income
CL,CHL,Chile,1997,8599.416631,75.64636585,14594070,18.046,6.3,Latin America & Caribbean,Upper middle income
CL,CHL,Chile,1990,4407.204479,72.67878049,13141202,21.706,8.6,Latin America & Caribbean,Upper middle income
CL,CHL,Chile,2002,10535.56041,77.56958537,15544554,16.027,5.3,Latin America & Caribbean,Upper middle income
CL,CHL,Chile,2004,11991.27253,78.28939024,15913119,15.411,5.4,Latin America & Caribbean,Upper middle income
CL,CHL,Chile,2013,21443.75036,81.19792683,17575833,13.385,5.2,Latin America & Caribbean,Upper middle income
CL,CHL,Chile,1992,5579.525929,73.55843902,13566942,20.688,7.4,Latin America & Caribbean,Upper middle income
CL,CHL,Chile,1993,6077.837187,73.98856098,13778676,20.136,7.1,Latin America & Caribbean,Upper middle income
CL,CHL,Chile,1995,7338.522927,74.83039024,14193986,19.047,6.5,Latin America & Caribbean,Upper middle income
CL,CHL,Chile,1996,7993.252483,75.24160976,14396020,18.535,6.4,Latin America & Caribbean,Upper middle income
CL,CHL,Chile,2009,16226.14868,79.96080488,16829957,14.171,5.5,Latin America & Caribbean,Upper middle income
CL,CHL,Chile,2010,18249.54077,80.27580488,17015048,13.959,5.4,Latin America & Caribbean,Upper middle income
CL,CHL,Chile,2014,22128.55767,81.49619512,17762647,13.213,5.1,Latin America & Caribbean,Upper middle income
CL,CHL,Chile,1998,8907.98353,76.04465854,14788609,17.581,6.2,Latin America & Caribbean,Upper middle income
CL,CHL,Chile,1999,8846.42962,76.43597561,14980484,17.144,6,Latin America & Caribbean,Upper middle income
CL,CHL,Chile,2001,10249.82649,77.19870732,15358418,16.37,5.5,Latin America & Caribbean,Upper middle income
CL,CHL,Chile,2005,12964.80494,78.63829268,16096571,15.133,5.4,Latin America & Caribbean,Upper middle income
CL,CHL,Chile,1994,6528.177649,74.41270732,13987999,19.584,6.8,Latin America & Caribbean,Upper middle income
CL,CHL,Chile,1991,4887.033391,73.12134146,13354054,21.222,8,Latin America & Caribbean,Upper middle income
CL,CHL,Chile,2008,16437.57209,79.64090244,16645940,14.394,5.5,Latin America & Caribbean,Upper middle income
CL,CHL,Chile,2000,9848.898397,76.82082927,15170387,16.741,5.7,Latin America & Caribbean,Upper middle income
CL,CHL,Chile,2007,16841.56003,79.31353659,16462701,14.627,5.5,Latin America & Caribbean,Upper middle income
CL,CHL,Chile,2006,15637.69644,78.97917073,16279728,14.872,5.5,Latin America & Caribbean,Upper middle income
CL,CHL,Chile,2011,20266.03603,80.58697561,17201305,13.757,5.4,Latin America & Caribbean,Upper middle income
CM,CMR,Cameroon,2000,1905.370959,51.93587805,15927713,41.203,34.7,Sub-Saharan Africa,Lower middle income
CM,CMR,Cameroon,1997,1728.458535,52.72609756,14709961,41.806,38.6,Sub-Saharan Africa,Lower middle income
CM,CMR,Cameroon,2005,2256.197358,51.88904878,18126999,40.378,30.7,Sub-Saharan Africa,Lower middle income
CM,CMR,Cameroon,1993,1522.742747,53.52482927,13169100,43.328,40.2,Sub-Saharan Africa,Lower middle income
CM,CMR,Cameroon,2003,2111.164252,51.63904878,17218591,40.787,31.7,Sub-Saharan Africa,Lower middle income
CM,CMR,Cameroon,2012,2715.35411,54.5875122,21659488,37.724,26.9,Sub-Saharan Africa,Lower middle income
CM,CMR,Cameroon,1990,1789.258373,53.59126829,12070359,44.673,40.7,Sub-Saharan Africa,Lower middle income
CM,CMR,Cameroon,2002,2041.760122,51.65526829,16779434,40.938,32.5,Sub-Saharan Africa,Lower middle income
CM,CMR,Cameroon,1992,1662.504905,53.60195122,12796739,43.786,40.4,Sub-Saharan Africa,Lower middle income
CM,CMR,Cameroon,1994,1542.981123,53.39687805,13546823,42.882,40,Sub-Saharan Africa,Lower middle income
CM,CMR,Cameroon,1995,1595.122677,53.21860976,13929575,42.47,39.7,Sub-Saharan Africa,Lower middle income
CM,CMR,Cameroon,2001,1984.237936,51.75719512,16349364,41.07,33.5,Sub-Saharan Africa,Lower middle income
CM,CMR,Cameroon,2010,2522.88181,53.69482927,20590666,38.64,28.1,Sub-Saharan Africa,Lower middle income
CM,CMR,Cameroon,2011,2614.495561,54.13736585,21119065,38.195,27.5,Sub-Saharan Africa,Lower middle income
CM,CMR,Cameroon,1991,1726.901947,53.62426829,12430311,44.239,40.5,Sub-Saharan Africa,Lower middle income
CM,CMR,Cameroon,2008,2472.469533,52.85582927,19570418,39.439,29,Sub-Saharan Africa,Lower middle income
CM,CMR,Cameroon,1998,1784.388818,52.44673171,15108630,41.558,37.5,Sub-Saharan Africa,Lower middle income
CM,CMR,Cameroon,1999,1836.001013,52.17385366,15514249,41.361,36.1,Sub-Saharan Africa,Lower middle income
CM,CMR,Cameroon,2007,2417.748926,52.47914634,19078100,39.788,29.6,Sub-Saharan Africa,Lower middle income
CM,CMR,Cameroon,2004,2192.349746,51.7164878,17667576,40.604,31.1,Sub-Saharan Africa,Lower middle income
CM,CMR,Cameroon,2009,2475.605671,53.26485366,20074522,39.055,28.5,Sub-Saharan Africa,Lower middle income
CM,CMR,Cameroon,2006,2339.807259,52.1502439,18597109,40.104,30.2,Sub-Saharan Africa,Lower middle income
CM,CMR,Cameroon,2014,2983.08304,55.4927561,22773014,36.736,26.1,Sub-Saharan Africa,Lower middle income
CM,CMR,Cameroon,1996,1657.890457,52.99053659,14317191,42.109,39.3,Sub-Saharan Africa,Lower middle income
CM,CMR,Cameroon,2013,2840.743075,55.04180488,22211166,37.236,26.5,Sub-Saharan Africa,Lower middle income
CN,CHN,China,1992,1260.1625,69.33963415,1164970000,18.27,29.4,East Asia & Pacific,Upper middle income
CN,CHN,China,2005,5053.37904,73.76695122,1303720000,12.4,14,East Asia & Pacific,Upper middle income
CN,CHN,China,2000,2915.414665,71.73046341,1262645000,14.03,21.2,East Asia & Pacific,Upper middle income
CN,CHN,China,1991,1091.448831,69.18209756,1150780000,19.68,29.7,East Asia & Pacific,Upper middle income
CN,CHN,China,2013,12218.52112,75.58514634,1357380000,12.08,6.3,East Asia & Pacific,Upper middle income
CN,CHN,China,1999,2649.745162,71.29712195,1252735000,14.64,22.2,East Asia & Pacific,Upper middle income
CN,CHN,China,2014,13254.64298,75.78226829,1364270000,12.4,5.9,East Asia & Pacific,Upper middle income
CN,CHN,China,2003,3933.599477,73.03312195,1288400000,12.41,17.1,East Asia & Pacific,Upper middle income
CN,CHN,China,2004,4422.650321,73.41995122,1296075000,12.29,15.5,East Asia & Pacific,Upper middle income
CN,CHN,China,1993,1453.159118,69.50921951,1178440000,18.09,28.8,East Asia & Pacific,Upper middle income
CN,CHN,China,2009,8290.08893,74.80326829,1331260000,12.13,9.1,East Asia & Pacific,Upper middle income
CN,CHN,China,2010,9238.75527,75.00741463,1337705000,11.9,8.2,East Asia & Pacific,Upper middle income
CN,CHN,China,2011,10274.49435,75.20217073,1344130000,11.93,7.5,East Asia & Pacific,Upper middle income
CN,CHN,China,1996,2060.029708,70.19982927,1217550000,16.98,25.7,East Asia & Pacific,Upper middle income
CN,CHN,China,1997,2265.313589,70.52268293,1230075000,16.57,24.4,East Asia & Pacific,Upper middle income
CN,CHN,China,1998,2446.149933,70.89046341,1241935000,15.64,23.3,East Asia & Pacific,Upper middle income
CN,CHN,China,1990,979.9789832,69.0305122,1135185000,21.06,29.7,East Asia & Pacific,Upper middle income
CN,CHN,China,2001,3205.927472,72.17578049,1271850000,13.38,20.1,East Asia & Pacific,Upper middle income
CN,CHN,China,2002,3527.351904,72.61487805,1280400000,12.86,18.6,East Asia & Pacific,Upper middle income
CN,CHN,China,2006,5836.832773,74.07170732,1311020000,12.09,12.6,East Asia & Pacific,Upper middle income
CN,CHN,China,1994,1659.312916,69.69992683,1191835000,17.7,28,East Asia & Pacific,Upper middle income
CN,CHN,China,2008,7569.679892,74.58326829,1324655000,12.14,10.1,East Asia & Pacific,Upper middle income
CN,CHN,China,1995,1859.830418,69.92641463,1204855000,17.12,26.9,East Asia & Pacific,Upper middle income
CN,CHN,China,2012,11219.92767,75.39292683,1350695000,12.1,6.9,East Asia & Pacific,Upper middle income
CN,CHN,China,2007,6807.112205,74.34043902,1317885000,12.1,11.3,East Asia & Pacific,Upper middle income
CO,COL,Colombia,2012,12058.4613,73.63078049,46881018,16.393,9.4,Latin America & Caribbean,Upper middle income
CO,COL,Colombia,2003,7241.331945,71.77690244,42152147,19.865,12.3,Latin America & Caribbean,Upper middle income
CO,COL,Colombia,1994,5827.996645,69.12958537,36823539,24.051,16.3,Latin America & Caribbean,Upper middle income
CO,COL,Colombia,1991,5050.719252,68.45131707,34916770,25.843,17.6,Latin America & Caribbean,Upper middle income
CO,COL,Colombia,1996,6294.865168,69.74836585,38049040,22.843,15.4,Latin America & Caribbean,Upper middle income
CO,COL,Colombia,1990,4869.162131,68.29719512,34271563,26.401,17.9,Latin America & Caribbean,Upper middle income
CO,COL,Colombia,1992,5327.885353,68.64021951,35558683,25.267,17.2,Latin America & Caribbean,Upper middle income
CO,COL,Colombia,1993,5485.499263,68.86563415,36195170,24.667,16.8,Latin America & Caribbean,Upper middle income
CO,COL,Colombia,2006,8957.336622,72.49143902,43835744,18.663,11.4,Latin America & Caribbean,Upper middle income
CO,COL,Colombia,2011,11496.52725,73.45480488,46406446,16.727,9.7,Latin America & Caribbean,Upper middle income
CO,COL,Colombia,2010,10680.00208,73.27785366,45918101,17.079,10,Latin America & Caribbean,Upper middle income
CO,COL,Colombia,2013,12727.09917,73.80973171,47342363,16.076,9.1,Latin America & Caribbean,Upper middle income
CO,COL,Colombia,1995,6155.688368,69.42692683,37441980,23.435,15.9,Latin America & Caribbean,Upper middle income
CO,COL,Colombia,2001,6750.687139,71.26039024,40988909,20.593,13.1,Latin America & Caribbean,Upper middle income
CO,COL,Colombia,2000,6585.333975,70.98870732,40403959,20.959,13.5,Latin America & Caribbean,Upper middle income
CO,COL,Colombia,2004,7732.320562,72.02495122,42724157,19.48,12,Latin America & Caribbean,Upper middle income
CO,COL,Colombia,2005,8248.354961,72.26392683,43285636,19.078,11.7,Latin America & Caribbean,Upper middle income
CO,COL,Colombia,2009,10260.20522,73.09695122,45416276,17.451,10.4,Latin America & Caribbean,Upper middle income
CO,COL,Colombia,1999,6256.810181,70.70056098,39819279,21.355,14,Latin America & Caribbean,Upper middle income
CO,COL,Colombia,2007,9710.901183,72.7055122,44374647,18.247,11,Latin America & Caribbean,Upper middle income
CO,COL,Colombia,2008,10132.23949,72.90717073,44901660,17.842,10.7,Latin America & Caribbean,Upper middle income
CO,COL,Colombia,1998,6528.900673,70.39495122,39234059,21.796,14.4,Latin America & Caribbean,Upper middle income
CO,COL,Colombia,2014,13376.63066,73.99314634,47791393,15.773,8.8,Latin America & Caribbean,Upper middle income
CO,COL,Colombia,1997,6520.037003,70.075,38645409,22.293,14.9,Latin America & Caribbean,Upper middle income
CO,COL,Colombia,2002,6927.320919,71.52173171,41572493,20.234,12.7,Latin America & Caribbean,Upper middle income
CR,CRI,Costa Rica,1995,6135.623732,76.55860976,3510925,23.24,8.6,Latin America & Caribbean,Upper middle income
CR,CRI,Costa Rica,1994,5927.400739,76.37634146,3425692,23.947,8.7,Latin America & Caribbean,Upper middle income
CR,CRI,Costa Rica,2013,14386.89677,79.22521951,4706433,15.022,6.4,Latin America & Caribbean,Upper middle income
CR,CRI,Costa Rica,2000,7588.726,77.42268293,3925450,19.499,7.7,Latin America & Caribbean,Upper middle income
CR,CRI,Costa Rica,1992,5299.643773,76.02021951,3257463,25.322,8.8,Latin America & Caribbean,Upper middle income
CR,CRI,Costa Rica,1993,5682.253894,76.19753659,3341005,24.64,8.8,Latin America & Caribbean,Upper middle income
CR,CRI,Costa Rica,2004,8934.268856,77.96536585,4187039,17.366,7,Latin America & Caribbean,Upper middle income
CR,CRI,Costa Rica,1997,6452.75894,76.92241463,3682725,21.761,8.4,Latin America & Caribbean,Upper middle income
CR,CRI,Costa Rica,1998,6911.702669,77.09692683,3767369,20.995,8.2,Latin America & Caribbean,Upper middle income
CR,CRI,Costa Rica,2012,13839.46892,79.05353659,4654148,15.287,6.5,Latin America & Caribbean,Upper middle income
CR,CRI,Costa Rica,2008,12011.73098,78.45773171,4429506,16.345,6.7,Latin America & Caribbean,Upper middle income
CR,CRI,Costa Rica,2014,14972.58432,79.40270732,4757606,14.768,6.3,Latin America & Caribbean,Upper middle income
CR,CRI,Costa Rica,2005,9624.79691,78.08665854,4247843,17.054,7,Latin America & Caribbean,Upper middle income
CR,CRI,Costa Rica,2001,7705.16082,77.57087805,3996800,18.831,7.4,Latin America & Caribbean,Upper middle income
CR,CRI,Costa Rica,2006,10638.83689,78.20780488,4308790,16.801,6.9,Latin America & Caribbean,Upper middle income
CR,CRI,Costa Rica,1990,4712.559231,75.65868293,3095994,26.615,8.9,Latin America & Caribbean,Upper middle income
CR,CRI,Costa Rica,2009,11823.19203,78.59260976,4488261,16.102,6.6,Latin America & Caribbean,Upper middle income
CR,CRI,Costa Rica,1991,4869.365996,75.84192683,3175654,25.984,8.8,Latin America & Caribbean,Upper middle income
CR,CRI,Costa Rica,2011,13072.14256,78.89017073,4600487,15.564,6.5,Latin America & Caribbean,Upper middle income
CR,CRI,Costa Rica,2002,7918.920307,77.70946341,4063208,18.247,7.2,Latin America & Caribbean,Upper middle income
CR,CRI,Costa Rica,1999,7433.929706,77.26436585,3848725,20.231,8,Latin America & Caribbean,Upper middle income
CR,CRI,Costa Rica,1996,6152.650692,76.74180488,3596733,22.512,8.5,Latin America & Caribbean,Upper middle income
CR,CRI,Costa Rica,2010,12402.95929,78.73604878,4545273,15.84,6.6,Latin America & Caribbean,Upper middle income
CR,CRI,Costa Rica,2003,8463.380463,77.84046341,4125970,17.759,7.1,Latin America & Caribbean,Upper middle income
CR,CRI,Costa Rica,2007,11624.96873,78.33031707,4369465,16.574,6.8,Latin America & Caribbean,Upper middle income
CU,CUB,Cuba,1996,7345.594523,75.67563415,10955372,14.283,5.2,Latin America & Caribbean,Upper middle income
CU,CUB,Cuba,2000,8948.602699,76.64480488,11116787,13.125,4.2,Latin America & Caribbean,Upper middle income
CU,CUB,Cuba,2011,18924.76327,79.0395122,11323570,10.702,2.6,Latin America & Caribbean,Upper middle income
CU,CUB,Cuba,2002,9666.82919,77.10246341,11184540,12.568,4,Latin America & Caribbean,Upper middle income
CU,CUB,Cuba,2014,,79.39082927,11379111,10.246,2.4,Latin America & Caribbean,Upper middle income
CU,CUB,Cuba,2003,10205.7586,77.36395122,11214837,12.3,3.8,Latin America & Caribbean,Upper middle income
CU,CUB,Cuba,1995,6719.779946,75.409,10906048,14.605,5.6,Latin America & Caribbean,Upper middle income
CU,CUB,Cuba,2007,16093.62914,78.44919512,11284043,11.371,3.1,Latin America & Caribbean,Upper middle income
CU,CUB,Cuba,1992,7280.831716,74.80329268,10735775,15.859,6.2,Latin America & Caribbean,Upper middle income
CU,CUB,Cuba,1994,6455.768483,75.16397561,10853435,14.975,5.9,Latin America & Caribbean,Upper middle income
CU,CUB,Cuba,2010,18061.00964,78.93563415,11308133,10.854,2.7,Latin America & Caribbean,Upper middle income
CU,CUB,Cuba,1998,7713.899128,76.19307317,11041893,13.695,4.3,Latin America & Caribbean,Upper middle income
CU,CUB,Cuba,1999,8287.856106,76.42587805,11080506,13.409,4.2,Latin America & Caribbean,Upper middle income
CU,CUB,Cuba,2001,9414.413637,76.86521951,11151472,12.844,4.1,Latin America & Caribbean,Upper middle income
CU,CUB,Cuba,2013,20648.97391,79.25639024,11362505,10.4,2.4,Latin America & Caribbean,Upper middle income
CU,CUB,Cuba,1990,8851.151197,74.64380488,10582082,16.79,6.7,Latin America & Caribbean,Upper middle income
CU,CUB,Cuba,1991,8104.652527,74.70056098,10664577,16.34,6.4,Latin America & Caribbean,Upper middle income
CU,CUB,Cuba,2008,17075.49136,78.6505122,11290239,11.183,2.9,Latin America & Caribbean,Upper middle income
CU,CUB,Cuba,1993,6308.728246,74.95892683,10797556,15.396,6,Latin America & Caribbean,Upper middle income
CU,CUB,Cuba,2005,12678.60448,77.93214634,11261052,11.802,3.4,Latin America & Caribbean,Upper middle income
CU,CUB,Cuba,2006,14626.52465,78.20595122,11275199,11.577,3.2,Latin America & Caribbean,Upper middle income
CU,CUB,Cuba,2012,19820.97698,79.14160976,11342631,10.552,2.5,Latin America & Caribbean,Upper middle income
CU,CUB,Cuba,1997,7647.935406,75.94197561,11000431,13.986,4.7,Latin America & Caribbean,Upper middle income
CU,CUB,Cuba,2004,11066.04515,77.64468293,11240680,12.044,3.6,Latin America & Caribbean,Upper middle income
CU,CUB,Cuba,2009,17443.36295,78.81097561,11297442,11.012,2.8,Latin America & Caribbean,Upper middle income
CW,CUW,Curacao,2003,,,131897,,,Latin America & Caribbean,High income
CW,CUW,Curacao,2011,,77.47317073,150831,13.1,,Latin America & Caribbean,High income
CW,CUW,Curacao,1994,,,144630,,,Latin America & Caribbean,High income
CW,CUW,Curacao,2013,,,153822,12.7,,Latin America & Caribbean,High income
CW,CUW,Curacao,2000,,,133860,,,Latin America & Caribbean,High income
CW,CUW,Curacao,2001,,,129047,,,Latin America & Caribbean,High income
CW,CUW,Curacao,2004,,,134192,,,Latin America & Caribbean,High income
CW,CUW,Curacao,2010,,,148703,13.6,,Latin America & Caribbean,High income
CW,CUW,Curacao,1990,,,145400,,,Latin America & Caribbean,High income
CW,CUW,Curacao,1993,,,144299,,,Latin America & Caribbean,High income
CW,CUW,Curacao,2006,,74.7097561,141239,13.6,,Latin America & Caribbean,High income
CW,CUW,Curacao,1999,,,139428,,,Latin America & Caribbean,High income
CW,CUW,Curacao,1995,,,145139,,,Latin America & Caribbean,High income
CW,CUW,Curacao,1996,,,146306,,,Latin America & Caribbean,High income
CW,CUW,Curacao,2012,,,152088,13.4,,Latin America & Caribbean,High income
CW,CUW,Curacao,1997,,,146956,,,Latin America & Caribbean,High income
CW,CUW,Curacao,1998,,,144472,,,Latin America & Caribbean,High income
CW,CUW,Curacao,2014,,77.82439024,155909,12.6,,Latin America & Caribbean,High income
CW,CUW,Curacao,1991,,,144403,,,Latin America & Caribbean,High income
CW,CUW,Curacao,2002,,,129205,,,Latin America & Caribbean,High income
CW,CUW,Curacao,2008,,75.3097561,145880,13.8,,Latin America & Caribbean,High income
CW,CUW,Curacao,2009,,76.15609756,146833,13,,Latin America & Caribbean,High income
CW,CUW,Curacao,2007,,75.36341463,144056,13.4,,Latin America & Caribbean,High income
CW,CUW,Curacao,1992,,,143912,,,Latin America & Caribbean,High income
CW,CUW,Curacao,2005,,,137658,,,Latin America & Caribbean,High income
CY,CYP,Cyprus,1996,16877.30315,77.41909756,873246,15.73,4.2,Europe & Central Asia,High income
CY,CYP,Cyprus,2005,27330.88191,78.58960976,1032586,11.945,2.4,Europe & Central Asia,High income
CY,CYP,Cyprus,2013,30587.42435,79.94978049,1141652,11.436,1.6,Europe & Central Asia,High income
CY,CYP,Cyprus,1995,16530.19092,77.27465854,855389,16.439,4.5,Europe & Central Asia,High income
CY,CYP,Cyprus,2003,23829.73189,78.34585366,998150,12.251,2.6,Europe & Central Asia,High income
CY,CYP,Cyprus,2000,20726.62731,77.97168293,943287,13.244,3.2,Europe & Central Asia,High income
CY,CYP,Cyprus,1990,13189.512,76.51395122,766611,19.048,5.6,Europe & Central Asia,High income
CY,CYP,Cyprus,2002,22994.54008,78.22395122,979883,12.501,2.8,Europe & Central Asia,High income
CY,CYP,Cyprus,1993,14669.40598,76.97826829,818814,17.726,5.1,Europe & Central Asia,High income
CY,CYP,Cyprus,2004,25595.98111,78.4657561,1015827,12.069,2.5,Europe & Central Asia,High income
CY,CYP,Cyprus,1997,17345.33047,77.56102439,890733,15.025,4,Europe & Central Asia,High income
CY,CYP,Cyprus,1991,13378.47822,76.67139024,783138,18.693,5.5,Europe & Central Asia,High income
CY,CYP,Cyprus,2010,33957.90165,79.38195122,1103685,11.689,1.9,Europe & Central Asia,High income
CY,CYP,Cyprus,1994,15540.73351,77.12770732,837166,17.114,4.8,Europe & Central Asia,High income
CY,CYP,Cyprus,2014,30295.21278,80.13156098,1153658,11.326,1.5,Europe & Central Asia,High income
CY,CYP,Cyprus,2012,31920.44547,79.76226829,1129303,11.534,1.7,Europe & Central Asia,High income
CY,CYP,Cyprus,1998,18340.12068,77.70092683,908040,14.36,3.7,Europe & Central Asia,High income
CY,CYP,Cyprus,2001,22353.30074,78.10056098,961482,12.828,3,Europe & Central Asia,High income
CY,CYP,Cyprus,1992,14576.68026,76.82631707,800660,18.255,5.3,Europe & Central Asia,High income
CY,CYP,Cyprus,2007,31767.05246,78.8685122,1063040,11.818,2.2,Europe & Central Asia,High income
CY,CYP,Cyprus,2009,34087.75901,79.1994878,1090486,11.741,2,Europe & Central Asia,High income
CY,CYP,Cyprus,1999,19211.71957,77.83780488,925491,13.758,3.5,Europe & Central Asia,High income
CY,CYP,Cyprus,2006,29706.28784,78.72287805,1048293,11.867,2.3,Europe & Central Asia,High income
CY,CYP,Cyprus,2008,34825.57756,79.02753659,1077010,11.78,2.1,Europe & Central Asia,High income
CY,CYP,Cyprus,2011,32983.18518,79.5715122,1116644,11.619,1.8,Europe & Central Asia,High income
CZ,CZE,Czech Republic,2006,24400.72696,76.52439024,10238905,10.3,3,Europe & Central Asia,High income: OECD
CZ,CZE,Czech Republic,1994,12723.69228,72.97268293,10333587,10.3,7.3,Europe & Central Asia,High income: OECD
CZ,CZE,Czech Republic,1992,11834.24759,72.27170732,10319123,11.8,8.9,Europe & Central Asia,High income: OECD
CZ,CZE,Czech Republic,2005,22286.45719,75.92439024,10211216,10,3.1,Europe & Central Asia,High income: OECD
CZ,CZE,Czech Republic,1996,14685.09267,73.71463415,10315241,8.8,5.8,Europe & Central Asia,High income: OECD
CZ,CZE,Czech Republic,2007,26680.49785,76.72439024,10298828,11.1,2.8,Europe & Central Asia,High income: OECD
CZ,CZE,Czech Republic,1993,12110.72095,72.76780488,10329855,11.7,8.1,Europe & Central Asia,High income: OECD
CZ,CZE,Czech Republic,2011,28604.21266,77.87317073,10496088,10.4,2.3,Europe & Central Asia,High income: OECD
CZ,CZE,Czech Republic,1990,12716.26885,71.38390244,10333355,12.6,10.3,Europe & Central Asia,High income: OECD
CZ,CZE,Czech Republic,1995,13805.63234,73.07487805,10327253,9.3,6.5,Europe & Central Asia,High income: OECD
CZ,CZE,Czech Republic,2004,20984.65585,75.72195122,10197101,9.6,3.3,Europe & Central Asia,High income: OECD
CZ,CZE,Czech Republic,2003,19609.26942,75.17073171,10193998,9.2,3.4,Europe & Central Asia,High income: OECD
CZ,CZE,Czech Republic,2014,31185.8787,78.27560976,10525347,10.4,1.9,Europe & Central Asia,High income: OECD
CZ,CZE,Czech Republic,2013,30043.5678,78.17560976,10514272,10.2,2,Europe & Central Asia,High income: OECD
CZ,CZE,Czech Republic,1991,11641.29592,71.89829268,10308578,12.5,9.7,Europe & Central Asia,High income: OECD
CZ,CZE,Czech Republic,1997,14892.66048,73.82487805,10304131,8.8,5.2,Europe & Central Asia,High income: OECD
CZ,CZE,Czech Republic,2010,27069.63397,77.42439024,10474410,11.2,2.4,Europe & Central Asia,High income: OECD
CZ,CZE,Czech Republic,2012,28727.90726,78.07560976,10510785,10.3,2.1,Europe & Central Asia,High income: OECD
CZ,CZE,Czech Republic,2008,27111.5482,76.97560976,10384603,11.5,2.7,Europe & Central Asia,High income: OECD
